District,Ad,FM_Numbers,BDI,Short_Description,Number_of_Contracts_Awarded,Contract_Threshold,Major_Work_Types,Minor_Work_Types,Under_Utilized_Work_Groups,Contract_Amount_Limit,Advertisement_Date,Response_Deadline_Date_Time,Shortlist_Selection_Date,Final_Selection_Date,Selection_Method,Standard_Notes
03,23306," 21791193201 
 43776323201",No,Design Group 23-10 in Bay and Washington Counties,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 3-Highway Design - Roadway 
 GROUP 8-Surveying and Mapping","$1,600,000.00",08/08/2022,08/22/2022 05:00 PM,09/05/2022,10/24/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23307,,No,Design Group 23-02 in Escambia County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$2,045,000.00",02/14/2022,02/28/2022 05:00 PM,03/21/2022,05/02/2022, Letter of Response and Oral Presentation, Standard Note 8 
03,23308," 21884523201 
 21894943201",No,Design Group 23-14 in Gadsden and Liberty Counties,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 3-Highway Design - Roadway 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping","$1,355,000.00",11/14/2022,11/28/2022 05:00 PM,12/19/2022,01/30/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23309," 21916533201 
 21934623201 
 43078223201 
 43973813201",No,Design Groups 23-03 and 23-04,2,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping","$1,490,000.00",03/28/2022,04/11/2022 05:00 PM,04/25/2022,05/31/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23310," 21948423201 
 42163543201",No,Design Group 23-08 in Leon County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.2-Traffic Signal Timing 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping","$1,595,000.00",06/13/2022,06/27/2022 05:00 PM,07/11/2022,08/22/2022, Letter of Response and Interview, Standard Note 8 
03,23311,,No,Design Group 23-01 in Leon County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,570,000.00",02/07/2022,02/21/2022 05:00 PM,02/28/2022,04/18/2022, Letter of Response and Interview, Standard Note 8 
03,23312," 21972253201 
 41764323201",No,Design Group 23-11 in Leon County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,670,000.00",08/29/2022,09/12/2022 05:00 PM,09/26/2022,11/14/2022, Letter of Response and Interview, Standard Note 8 
03,23313, 21988143201,No,SR 369 (US 319) Multilane Design in Leon County,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$2,000,000.00",04/11/2022,04/25/2022 05:00 PM,05/02/2022,06/06/2022, Letter of Response and Oral Presentation, Standard Note 8 
03,23314, 21988153201,No,Design of SR 369 (US 319) in Leon County,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$2,000,000.00",06/06/2022,06/20/2022 05:00 PM,07/05/2022,08/15/2022, Letter of Response and Oral Presentation, Standard Note 8 
03,23315,,Yes,Resurfacing Design SR 20 in Liberty County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying",,"$730,000.00",02/21/2022,03/07/2022 05:00 PM,03/14/2022,04/25/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
03,23316," 22001723201 
 44118513201",No,Design Group 23-12 in Okaloosa and Gulf Counties,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,695,000.00",09/26/2022,10/10/2022 05:00 PM,10/24/2022,12/12/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23317, 22036023201,Yes,Design SR 10 (US 90) in Santa Rosa County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing",,"$700,000.00",04/25/2022,05/09/2022 05:00 PM,05/16/2022,06/20/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
03,23318, 22076223201,Yes,Design SR 77 in Washington County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying",,"$575,000.00",11/21/2022,12/05/2022 05:00 PM,12/26/2022,02/06/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
03,23319," 22241223201 
 42527733201",No,Design SR 8 (I-10) in Holmes and Escambia Counties,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,100,000.00",10/03/2022,10/17/2022 05:00 PM,10/31/2022,12/19/2022, Letter of Response and Interview, Standard Note 8 
03,23320," 22245723201 
 44896713201",No,Design Group 23-15 in Escambia County,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,350,000.00",12/12/2022,12/26/2022 05:00 PM,01/09/2023,02/27/2023, Letter of Response and Interview, Standard Note 8 
03,23321, 22246733201,No,Design SR 8A (I-10) in Escambia County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,100,000.00",10/24/2022,11/07/2022 05:00 PM,11/21/2022,01/09/2023, Letter of Response and Interview, Standard Note 8 
03,23322," 22392033201 
 44697423201",No,Design Group 23-05 in Franklin County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 3-Highway Design - Roadway 
 GROUP 8-Surveying and Mapping","$1,330,000.00",04/04/2022,04/18/2022 05:00 PM,05/02/2022,06/13/2022, Letter of Response and Interview, Standard Note 8 
03,23323, 40901323201,No,Design SR 295 in Escambia County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,035,000.00",05/02/2022,05/16/2022 05:00 PM,05/31/2022,07/05/2022, Letter of Response and Interview, Standard Note 8 
03,23324," 41342523201 
 44576213201",No,Design of SR 10 and SR 71 in Gadsden and Calhoun Counties,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,190,000.00",07/11/2022,07/25/2022 05:00 PM,08/08/2022,09/26/2022, Letter of Response and Interview, Standard Note 8 
03,23325, 41929123201,Yes,Design SR 8 (I-10) in Okaloosa County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies",,"$1,200,000.00",06/27/2022,07/11/2022 05:00 PM,08/01/2022,09/12/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
03,23326, 41931523201,Yes,Design SR 369 in Wakulla County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying",,"$800,000.00",09/19/2022,10/03/2022 05:00 PM,10/17/2022,12/05/2022, Letter of Response and Interview, Standard Note 7 
03,23327," 42623813201 
 43938013201",No,Design Group 23-09 in Bay County,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping","$1,500,000.00",07/25/2022,08/08/2022 05:00 PM,08/22/2022,10/10/2022, Letter of Response and Interview, Standard Note 8 
03,23328, 43356923201,Yes,Design of SR 30 (US 98) in Gulf County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying",,"$670,000.00",10/10/2022,10/24/2022 05:00 PM,11/07/2022,12/27/2022, Letter of Response and Interview, Standard Note 7 
03,23329," 43622973201 
 44779213201",No,Design Group 23-07 in Santa Rosa County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,325,000.00",05/23/2022,06/06/2022 05:00 PM,06/20/2022,08/08/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23330, 44091523201,No,Design SR 10 (US 90) Caroline Street in Santa Rosa County,1,Technically Prequalified & Unlimited Audit required," 3.2-Major Highway Design 
 4.1.2-Minor Bridge Design"," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$2,500,000.00",09/12/2022,09/26/2022 05:00 PM,10/10/2022,11/21/2022, Letter of Response and Oral Presentation, Standard Note 8 
03,23331, 44294013201,Yes,Design CR 65 Roping Rd in Holmes Co. (Bridge No. 524178),1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies",,"$640,000.00",08/15/2022,08/29/2022 05:00 PM,09/19/2022,10/31/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
03,23332," 44295113201 
 44907913201",No,Design Group 23-06 in Wakulla and Leon Counties,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,220,000.00",04/18/2022,05/02/2022 05:00 PM,05/16/2022,06/27/2022, Letter of Response and Interview, Standard Note 8 
03,23333, 44514113201,No,Design SR 20 over Econfina Creek in Bay County,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,000,000.00",10/31/2022,11/14/2022 05:00 PM,11/28/2022,01/09/2023, Letter of Response and Oral Presentation, Standard Note 8 
03,23334, 44905513201,Yes,Design CR 278 over Chipola River (Bridge No. 530026),1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies",,"$875,000.00",05/09/2022,05/23/2022 05:00 PM,05/31/2022,07/05/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
03,23335, 41853821206,No,Traffic Counts and Projections,1,Technically Prequalified & Unlimited Audit required, 13.7-Transportation Statistics,,,"$1,500,000.00",10/24/2022,11/07/2022 05:00 PM,11/14/2022,01/02/2023, Letter of Response and Interview, Standard Note 9 
03,23336, 42253441204,No,Digital Data Extraction,1,Technically Prequalified & Unlimited Audit required," 8.3-Photogrammetric Mapping 
 13.7-Transportation Statistics",, GROUP 8-Surveying and Mapping,"$1,500,000.00",10/03/2022,10/17/2022 05:00 PM,10/24/2022,12/19/2022, Letter of Response and Interview, Standard Note 8 
03,23338, 21982022201,No,SR 20/SR 366 Feasibility Study in Leon County,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design 
 8.2-Design, Right of Way, Construction Surveying"," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,500,000.00",11/07/2022,11/21/2022 05:00 PM,12/05/2022,01/16/2023, Letter of Response and Oral Presentation, Standard Note 8 
03,23339, 22026032201,No,PD&E Study SR 30 (US 98) in Okaloosa County,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design 
 8.2-Design, Right of Way, Construction Surveying"," 3.1-Minor Highway Design 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration"," GROUP 3-Highway Design - Roadway 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,400,000.00",07/18/2022,08/01/2022 05:00 PM,08/15/2022,09/26/2022, Letter of Response and Oral Presentation, Standard Note 8 
03,23340, 42101232201,No,PD&E Study for SR 173 in Escambia County,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design 
 8.2-Design, Right of Way, Construction Surveying"," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,500,000.00",01/09/2023,01/23/2023 05:00 PM,02/06/2023,03/20/2023, Letter of Response and Oral Presentation, Standard Note 8 
03,23341, 43709022201,No,PD&E Study SR 30 (US 98) in Franklin County,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design 
 8.2-Design, Right of Way, Construction Surveying"," 4.1.2-Minor Bridge Design 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$2,000,000.00",04/25/2022,05/09/2022 05:00 PM,05/23/2022,07/05/2022, Letter of Response and Oral Presentation, Standard Note 8 
03,23342, 43717912201,No,PD&E Study US 98 in Walton County,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design 
 8.2-Design, Right of Way, Construction Surveying"," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$2,800,000.00",02/21/2022,03/07/2022 05:00 PM,03/14/2022,04/18/2022, Letter of Response and Oral Presentation, Standard Note 8 
03,23343, 44103712201,No,PD&E Study SR 368 to SR 390 in Bay County,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design 
 8.2-Design, Right of Way, Construction Surveying"," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration"," GROUP 2-Project Development and Environmental (PD&E) Studies 
 GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,500,000.00",09/12/2022,09/26/2022 05:00 PM,10/10/2022,11/21/2022, Letter of Response and Oral Presentation, Standard Note 8 
03,23344,,Yes,Continuing Services Acquisition/Relocation Consultant,1,Technically Prequalified & Unlimited Audit required," 21.0-Acquisition, Negot., Closing, & Order of Taking 
 24.0-Acquisition Relocation Assistance",,,"$1,500,000.00",01/23/2023,02/06/2023 05:00 PM,02/20/2023,04/10/2023, Letter of Response and Interview, Standard Note 7 
03,23345,,No,Local Government Bridge Inspection Consultant,2,Technically Prequalified & Unlimited Audit required," 5.1-Conventional Bridge Inspection 
 5.2-Movable Bridge Inspection 
 5.3-Complex Bridge Inspection 
 5.4-Bridge Load Rating"," 4.1.2-Minor Bridge Design 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$4,660,000.00",03/07/2022,03/21/2022 05:00 PM,03/28/2022,05/09/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23346, 22485827202,No,State Bridge Inspection,1,Technically Prequalified & Unlimited Audit required," 5.1-Conventional Bridge Inspection 
 5.3-Complex Bridge Inspection 
 5.4-Bridge Load Rating",, GROUP 5-Bridge Inspection,"$2,500,000.00",09/19/2022,10/03/2022 05:00 PM,10/10/2022,11/28/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23347,,No,MEI Consultant Services,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,000,000.00",09/12/2022,09/26/2022 05:00 PM,10/03/2022,10/24/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23348,,No,D/W Traffic Safety Studies and Minor Design,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 6.1-Traffic Engineering Studies"," 4.1.1-Miscellaneous Structures 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,500,000.00",03/14/2022,03/28/2022 05:00 PM,04/04/2022,05/23/2022, Letter of Response and Interview, Standard Note 8 
03,23350, 21783836201,No,CEI SR 30A (US 98) in Bay County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$4,586,078.00",03/27/2023,04/10/2023 05:00 PM,04/17/2023,05/01/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10  
 Standard Note 13"
03,23351, 21790966201,No,CEI SR 77 in Washington County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,760,409.00",02/13/2023,02/27/2023 05:00 PM,03/06/2023,03/20/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
